     Inode Address Inode Number              Path
0xffff88002f3bd630                      1802 /sys/devices/pci0000:00/0000:00:02.0/class
0xffff88002f3bd3f8                      1801 /sys/devices/pci0000:00/0000:00:02.0/subsystem_device
0xffff88002f3bd1c0                      1800 /sys/devices/pci0000:00/0000:00:02.0/subsystem_vendor
0xffff88002f3bcf88                      1803 /sys/devices/pci0000:00/0000:00:02.0/irq
0xffff88002f37a8e0                     15376 /sys/devices/pci0000:00/0000:00:02.0/drm
0xffff88002f37ab18                     15377 /sys/devices/pci0000:00/0000:00:02.0/drm/card0
0xffff88002f36f868                     15379 /sys/devices/pci0000:00/0000:00:02.0/drm/card0/subsystem
0xffff88002f2c6238                     15380 /sys/devices/pci0000:00/0000:00:02.0/drm/card0/device
0xffff88002f37ad50                     15378 /sys/devices/pci0000:00/0000:00:02.0/drm/card0/uevent
0xffff880000c346a8                      1794 /sys/devices/pci0000:00/0000:00:02.0/boot_vga
0xffff88002f2833f8                     13117 /sys/devices/pci0000:00/0000:00:02.0/config
0xffff88002f15baa0                      1799 /sys/devices/pci0000:00/0000:00:02.0/device
0xffff88002f15b868                     13120 /sys/devices/pci0000:00/0000:00:02.0/rom
0xffff88002f15b630                      1798 /sys/devices/pci0000:00/0000:00:02.0/vendor
0xffff88002b783aa0                      1816 /sys/devices/pci0000:00/0000:00:02.0/subsystem
0xffff88002b783868                      1793 /sys/devices/pci0000:00/0000:00:02.0/uevent
0xffff88002b782d50                      1756 /sys/devices/pci0000:00/0000:00:01.1
0xffff880000c471c0                      1765 /sys/devices/pci0000:00/0000:00:01.1/class
0xffff880000c473f8                      1762 /sys/devices/pci0000:00/0000:00:01.1/device
0xffff880000c47cd8                      1760 /sys/devices/pci0000:00/0000:00:01.1/resource
0xffff88002f3bcd50                      1766 /sys/devices/pci0000:00/0000:00:01.1/irq
0xffff88002f2afcd8                     13111 /sys/devices/pci0000:00/0000:00:01.1/config
0xffff88002f166470                     11590 /sys/devices/pci0000:00/0000:00:01.1/driver
0xffff88002f153aa0                      1761 /sys/devices/pci0000:00/0000:00:01.1/vendor
0xffff88002b7a31c0                     11591 /sys/devices/pci0000:00/0000:00:01.1/ata1
0xffff88002f166238                     11592 /sys/devices/pci0000:00/0000:00:01.1/ata1/uevent
0xffff88002f0791c0                     11603 /sys/devices/pci0000:00/0000:00:01.1/ata1/ata_port
0xffff88002f0793f8                     11604 /sys/devices/pci0000:00/0000:00:01.1/ata1/ata_port/ata1
0xffff88002f079868                     11606 /sys/devices/pci0000:00/0000:00:01.1/ata1/ata_port/ata1/subsystem
0xffff88002f079630                     11605 /sys/devices/pci0000:00/0000:00:01.1/ata1/ata_port/ata1/uevent
0xffff88002f02daa0                     11622 /sys/devices/pci0000:00/0000:00:01.1/ata1/link1
0xffff88002f166000                     11623 /sys/devices/pci0000:00/0000:00:01.1/ata1/link1/uevent
0xffff88002f077868                     11634 /sys/devices/pci0000:00/0000:00:01.1/ata1/link1/ata_link
0xffff88002f077aa0                     11635 /sys/devices/pci0000:00/0000:00:01.1/ata1/link1/ata_link/link1
0xffff88002f078000                     11637 /sys/devices/pci0000:00/0000:00:01.1/ata1/link1/ata_link/link1/subsystem
0xffff88002f077cd8                     11636 /sys/devices/pci0000:00/0000:00:01.1/ata1/link1/ata_link/link1/uevent
0xffff88002f02eb18                     11690 /sys/devices/pci0000:00/0000:00:01.1/ata1/link1/dev1.1
0xffff88002f1668e0                     11691 /sys/devices/pci0000:00/0000:00:01.1/ata1/link1/dev1.1/uevent
0xffff88002f02ed50                     11702 /sys/devices/pci0000:00/0000:00:01.1/ata1/link1/dev1.1/ata_device
0xffff88002f02ef88                     11703 /sys/devices/pci0000:00/0000:00:01.1/ata1/link1/dev1.1/ata_device/dev1.1
0xffff88002f02f3f8                     11705 /sys/devices/pci0000:00/0000:00:01.1/ata1/link1/dev1.1/ata_device/dev1.1/subsystem
0xffff88002f02f1c0                     11704 /sys/devices/pci0000:00/0000:00:01.1/ata1/link1/dev1.1/ata_device/dev1.1/uevent
0xffff88002f02dcd8                     11653 /sys/devices/pci0000:00/0000:00:01.1/ata1/link1/dev1.0
0xffff88002f1666a8                     11654 /sys/devices/pci0000:00/0000:00:01.1/ata1/link1/dev1.0/uevent
0xffff88002f02e000                     11665 /sys/devices/pci0000:00/0000:00:01.1/ata1/link1/dev1.0/ata_device
0xffff88002f02e238                     11666 /sys/devices/pci0000:00/0000:00:01.1/ata1/link1/dev1.0/ata_device/dev1.0
0xffff88002f02e6a8                     11668 /sys/devices/pci0000:00/0000:00:01.1/ata1/link1/dev1.0/ata_device/dev1.0/subsystem
0xffff88002f02e470                     11667 /sys/devices/pci0000:00/0000:00:01.1/ata1/link1/dev1.0/ata_device/dev1.0/uevent
0xffff88002b7a33f8                     11865 /sys/devices/pci0000:00/0000:00:01.1/ata1/host0
0xffff88002f02c238                     11879 /sys/devices/pci0000:00/0000:00:01.1/ata1/host0/scsi_host
0xffff88002f02c470                     11880 /sys/devices/pci0000:00/0000:00:01.1/ata1/host0/scsi_host/host0
0xffff88002f02c8e0                     11882 /sys/devices/pci0000:00/0000:00:01.1/ata1/host0/scsi_host/host0/subsystem
0xffff88002f02c6a8                     11881 /sys/devices/pci0000:00/0000:00:01.1/ata1/host0/scsi_host/host0/uevent
0xffff88002b7a3868                     11868 /sys/devices/pci0000:00/0000:00:01.1/ata1/host0/subsystem
0xffff88002b7a3630                     11866 /sys/devices/pci0000:00/0000:00:01.1/ata1/host0/uevent
0xffff88002b7a2470                     11727 /sys/devices/pci0000:00/0000:00:01.1/ata2
0xffff88002f07f868                     11728 /sys/devices/pci0000:00/0000:00:01.1/ata2/uevent
0xffff88002f079cd8                     11739 /sys/devices/pci0000:00/0000:00:01.1/ata2/ata_port
0xffff88002f07a000                     11740 /sys/devices/pci0000:00/0000:00:01.1/ata2/ata_port/ata2
0xffff88002f0946a8                     11757 /sys/devices/pci0000:00/0000:00:01.1/ata2/ata_port/ata2/port_no
0xffff88002f07a470                     11742 /sys/devices/pci0000:00/0000:00:01.1/ata2/ata_port/ata2/subsystem
0xffff88002f07a238                     11741 /sys/devices/pci0000:00/0000:00:01.1/ata2/ata_port/ata2/uevent
0xffff88002f02f868                     11758 /sys/devices/pci0000:00/0000:00:01.1/ata2/link2
0xffff88002f1691c0                     11759 /sys/devices/pci0000:00/0000:00:01.1/ata2/link2/uevent
0xffff88002f078470                     11770 /sys/devices/pci0000:00/0000:00:01.1/ata2/link2/ata_link
0xffff88002f0786a8                     11771 /sys/devices/pci0000:00/0000:00:01.1/ata2/link2/ata_link/link2
0xffff88002f078b18                     11773 /sys/devices/pci0000:00/0000:00:01.1/ata2/link2/ata_link/link2/subsystem
0xffff88002f0788e0                     11772 /sys/devices/pci0000:00/0000:00:01.1/ata2/link2/ata_link/link2/uevent
0xffff88002f0308e0                     11826 /sys/devices/pci0000:00/0000:00:01.1/ata2/link2/dev2.1
0xffff88002f15bcd8                     11827 /sys/devices/pci0000:00/0000:00:01.1/ata2/link2/dev2.1/uevent
0xffff88002f030b18                     11838 /sys/devices/pci0000:00/0000:00:01.1/ata2/link2/dev2.1/ata_device
0xffff88002f030d50                     11839 /sys/devices/pci0000:00/0000:00:01.1/ata2/link2/dev2.1/ata_device/dev2.1
0xffff88002f0311c0                     11841 /sys/devices/pci0000:00/0000:00:01.1/ata2/link2/dev2.1/ata_device/dev2.1/subsystem
0xffff88002f030f88                     11840 /sys/devices/pci0000:00/0000:00:01.1/ata2/link2/dev2.1/ata_device/dev2.1/uevent
0xffff88002f02faa0                     11789 /sys/devices/pci0000:00/0000:00:01.1/ata2/link2/dev2.0
0xffff88002f15a470                     11790 /sys/devices/pci0000:00/0000:00:01.1/ata2/link2/dev2.0/uevent
0xffff88002f02fcd8                     11801 /sys/devices/pci0000:00/0000:00:01.1/ata2/link2/dev2.0/ata_device
0xffff88002f030000                     11802 /sys/devices/pci0000:00/0000:00:01.1/ata2/link2/dev2.0/ata_device/dev2.0
0xffff88002f030470                     11804 /sys/devices/pci0000:00/0000:00:01.1/ata2/link2/dev2.0/ata_device/dev2.0/subsystem
0xffff88002f030238                     11803 /sys/devices/pci0000:00/0000:00:01.1/ata2/link2/dev2.0/ata_device/dev2.0/uevent
0xffff88002b7a26a8                     11912 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1
0xffff88002f02cd50                     11926 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/scsi_host
0xffff88002f02cf88                     11927 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/scsi_host/host1
0xffff88002f02d3f8                     11929 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/scsi_host/host1/subsystem
0xffff88002f02d1c0                     11928 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/scsi_host/host1/uevent
0xffff88002b7a4000                     11915 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/subsystem
0xffff88002b7a3cd8                     11913 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/uevent
0xffff88002b7a28e0                     13171 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0
0xffff88002b7a4470                     13185 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0
0xffff880029c41868                     13192 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/model
0xffff88002f168f88                     13228 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/driver
0xffff88002f092f88                     13189 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/scsi_level
0xffff88002f092d50                     13191 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/vendor
0xffff88002f07f630                     13188 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/type
0xffff88002f072f88                     13327 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/scsi_device
0xffff88002f0731c0                     13328 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/scsi_device/1:0:0:0
0xffff88002f073630                     13330 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/scsi_device/1:0:0:0/subsystem
0xffff88002f0733f8                     13329 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/scsi_device/1:0:0:0/uevent
0xffff88002f072000                     13343 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/scsi_generic
0xffff88002f072238                     13344 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/scsi_generic/sg0
0xffff88002f0726a8                     13346 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/scsi_generic/sg0/subsystem
0xffff88002f072470                     13345 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/scsi_generic/sg0/uevent
0xffff88002f05c6a8                     13247 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/block
0xffff88002f05c8e0                     13248 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/block/sr0
0xffff88002982eb18                     13256 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/block/sr0/ro
0xffff88002982e6a8                     13284 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/block/sr0/queue
0xffff88002982e8e0                     13303 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/block/sr0/queue/rotational
0xffff88002982e470                     13255 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/block/sr0/removable
0xffff88002f05cd50                     13250 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/block/sr0/subsystem
0xffff88002f05cb18                     13249 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/block/sr0/uevent
0xffff88002b7ec8e0                     13362 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/bsg
0xffff88002b7ecb18                     13363 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/bsg/1:0:0:0
0xffff88002b7ecf88                     13365 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/bsg/1:0:0:0/subsystem
0xffff88002b7ecd50                     13364 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/bsg/1:0:0:0/uevent
0xffff88002b7a48e0                     13216 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/subsystem
0xffff88002b7a46a8                     13186 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/1:0:0:0/uevent
0xffff88002b7a2d50                     13174 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/subsystem
0xffff88002b7a2b18                     13172 /sys/devices/pci0000:00/0000:00:01.1/ata2/host1/target1:0:0/uevent
0xffff88002b7831c0                      1779 /sys/devices/pci0000:00/0000:00:01.1/subsystem
0xffff88002b782f88                      1757 /sys/devices/pci0000:00/0000:00:01.1/uevent
0xffff88002b782470                      1720 /sys/devices/pci0000:00/0000:00:01.0
0xffff88002b35c6a8                      1731 /sys/devices/pci0000:00/0000:00:01.0/class
0xffff88002b35c8e0                      1728 /sys/devices/pci0000:00/0000:00:01.0/device
0xffff880000c0d868                      1726 /sys/devices/pci0000:00/0000:00:01.0/resource
0xffff88002f3bc470                      1732 /sys/devices/pci0000:00/0000:00:01.0/irq
0xffff88002f2afaa0                     13110 /sys/devices/pci0000:00/0000:00:01.0/config
0xffff88002f153630                      1727 /sys/devices/pci0000:00/0000:00:01.0/vendor
0xffff88002b7828e0                      1745 /sys/devices/pci0000:00/0000:00:01.0/subsystem
0xffff88002b7826a8                      1723 /sys/devices/pci0000:00/0000:00:01.0/uevent
0xffff88002b78faa0                      1684 /sys/devices/pci0000:00/0000:00:00.0
0xffff880000c0d630                      1695 /sys/devices/pci0000:00/0000:00:00.0/class
0xffff880000c0c470                      1692 /sys/devices/pci0000:00/0000:00:00.0/device
0xffff880000c0c6a8                      1690 /sys/devices/pci0000:00/0000:00:00.0/resource
0xffff88002f3bc238                      1696 /sys/devices/pci0000:00/0000:00:00.0/irq
0xffff88002f2aeb18                     13109 /sys/devices/pci0000:00/0000:00:00.0/config
0xffff88002f153868                      1691 /sys/devices/pci0000:00/0000:00:00.0/vendor
0xffff88002b782000                      1709 /sys/devices/pci0000:00/0000:00:00.0/subsystem
0xffff88002b78fcd8                      1687 /sys/devices/pci0000:00/0000:00:00.0/uevent
0xffff88002b74daa0                         9 /sys/devices/system
0xffff88002b7d9630                      3949 /sys/devices/system/clockevents
0xffff88002f195868                      3950 /sys/devices/system/clockevents/uevent
0xffff88002b7da238                      3961 /sys/devices/system/clockevents/clockevent0
0xffff88002b7da6a8                      3964 /sys/devices/system/clockevents/clockevent0/subsystem
0xffff88002b7da470                      3962 /sys/devices/system/clockevents/clockevent0/uevent
0xffff88002b7d9868                      3977 /sys/devices/system/clockevents/broadcast
0xffff88002b7d9cd8                      3980 /sys/devices/system/clockevents/broadcast/subsystem
0xffff88002b7d9aa0                      3978 /sys/devices/system/clockevents/broadcast/uevent
0xffff88002b7ae000                        62 /sys/devices/system/memory
0xffff88002f1c8238                        63 /sys/devices/system/memory/uevent
0xffff88002b7b0f88                       178 /sys/devices/system/memory/memory5
0xffff88002b7b13f8                       187 /sys/devices/system/memory/memory5/subsystem
0xffff88002b7b11c0                       179 /sys/devices/system/memory/memory5/uevent
0xffff88002b7b06a8                       158 /sys/devices/system/memory/memory4
0xffff88002b7b0b18                       167 /sys/devices/system/memory/memory4/subsystem
0xffff88002b7b08e0                       159 /sys/devices/system/memory/memory4/uevent
0xffff88002b7afcd8                       138 /sys/devices/system/memory/memory3
0xffff88002b7b0238                       147 /sys/devices/system/memory/memory3/subsystem
0xffff88002b7b0000                       139 /sys/devices/system/memory/memory3/uevent
0xffff88002b7af3f8                       118 /sys/devices/system/memory/memory2
0xffff88002b7af868                       127 /sys/devices/system/memory/memory2/subsystem
0xffff88002b7af630                       119 /sys/devices/system/memory/memory2/uevent
0xffff88002b7aeb18                        98 /sys/devices/system/memory/memory1
0xffff88002b7aef88                       107 /sys/devices/system/memory/memory1/subsystem
0xffff88002b7aed50                        99 /sys/devices/system/memory/memory1/uevent
0xffff88002b7ae238                        78 /sys/devices/system/memory/memory0
0xffff88002b7ae6a8                        87 /sys/devices/system/memory/memory0/subsystem
0xffff88002b7ae470                        79 /sys/devices/system/memory/memory0/uevent
0xffff88002b7a86a8                     12957 /sys/devices/system/machinecheck
0xffff88002f1c8000                     12958 /sys/devices/system/machinecheck/uevent
0xffff88002b7a88e0                     12969 /sys/devices/system/machinecheck/machinecheck0
0xffff88002b7a8d50                     12972 /sys/devices/system/machinecheck/machinecheck0/subsystem
0xffff88002b7a8b18                     12970 /sys/devices/system/machinecheck/machinecheck0/uevent
0xffff88002b7a5aa0                      3892 /sys/devices/system/clocksource
0xffff88002f195aa0                      3893 /sys/devices/system/clocksource/uevent
0xffff88002b7a5cd8                      3904 /sys/devices/system/clocksource/clocksource0
0xffff88002b7a6238                      3907 /sys/devices/system/clocksource/clocksource0/subsystem
0xffff88002b7a6000                      3905 /sys/devices/system/clocksource/clocksource0/uevent
0xffff88002b7a13f8                       376 /sys/devices/system/node
0xffff88002f1c91c0                       377 /sys/devices/system/node/uevent
0xffff88002b7a1630                       458 /sys/devices/system/node/node0
0xffff88002f3bcb18                       460 /sys/devices/system/node/node0/cpumap
0xffff88002f3bc8e0                       462 /sys/devices/system/node/node0/meminfo
0xffff88002b7a1aa0                       467 /sys/devices/system/node/node0/subsystem
0xffff88002b7a1868                       459 /sys/devices/system/node/node0/uevent
0xffff88002b78e000                        37 /sys/devices/system/cpu
0xffff88002f3bc000                        44 /sys/devices/system/cpu/isolated
0xffff88002f33c238                        41 /sys/devices/system/cpu/present
0xffff88002f195cd8                        38 /sys/devices/system/cpu/uevent
0xffff88002f1353f8                        39 /sys/devices/system/cpu/online
0xffff88002b78e238                       491 /sys/devices/system/cpu/cpu0
0xffff88002b78e6a8                       496 /sys/devices/system/cpu/cpu0/subsystem
0xffff88002b78e470                       492 /sys/devices/system/cpu/cpu0/uevent
0xffff88002b75cf88                         8 /sys/bus
0xffff88002f2fe8e0                     16245 /sys/bus/ac97
0xffff88002f36c000                     16246 /sys/bus/ac97/uevent
0xffff88002f392470                     15597 /sys/bus/snd_seq
0xffff88002f2313f8                     15600 /sys/bus/snd_seq/drivers
0xffff88002f231630                     16044 /sys/bus/snd_seq/drivers/snd_seq_midi
0xffff88002f2306a8                     16048 /sys/bus/snd_seq/drivers/snd_seq_midi/uevent
0xffff88002f3926a8                     15598 /sys/bus/snd_seq/uevent
0xffff88002b5f2470                     14850 /sys/bus/parport
0xffff88002b69e000                     14852 /sys/bus/parport/devices
0xffff88002b69a6a8                     14853 /sys/bus/parport/drivers
0xffff88002b5f26a8                     14851 /sys/bus/parport/uevent
0xffff88002f0a6000                     14224 /sys/bus/hid
0xffff880000c10d50                     14225 /sys/bus/hid/uevent
0xffff88002b58b868                     14226 /sys/bus/hid/devices
0xffff88002b58baa0                     14274 /sys/bus/hid/devices/0003:80EE:0021.0001
0xffff88002f0a8470                     14227 /sys/bus/hid/drivers
0xffff88002f0a86a8                     14316 /sys/bus/hid/drivers/hid-generic
0xffff88002f0a88e0                     14412 /sys/bus/hid/drivers/hid-generic/uevent
0xffff88002b7da8e0                      2118 /sys/bus/xen-backend
0xffff88002b69b630                      2121 /sys/bus/xen-backend/drivers
0xffff88002b5f2d50                      2119 /sys/bus/xen-backend/uevent
0xffff88002b7dab18                      2120 /sys/bus/xen-backend/devices
0xffff88002b7d8f88                      3943 /sys/bus/clockevents
0xffff88002b69b3f8                      3946 /sys/bus/clockevents/drivers
0xffff88002b5f2b18                      3944 /sys/bus/clockevents/uevent
0xffff88002b7d91c0                      3945 /sys/bus/clockevents/devices
0xffff88002b7da000                      3963 /sys/bus/clockevents/devices/clockevent0
0xffff88002b7d93f8                      3979 /sys/bus/clockevents/devices/broadcast
0xffff88002b7d8b18                      2300 /sys/bus/mdio_bus
0xffff88002b69a8e0                      2303 /sys/bus/mdio_bus/drivers
0xffff88002b69af88                      2310 /sys/bus/mdio_bus/drivers/Generic 10G PHY
0xffff88002b69b1c0                      2311 /sys/bus/mdio_bus/drivers/Generic 10G PHY/uevent
0xffff88002b69ab18                      2306 /sys/bus/mdio_bus/drivers/Generic PHY
0xffff88002b69ad50                      2307 /sys/bus/mdio_bus/drivers/Generic PHY/uevent
0xffff88002b5f28e0                      2301 /sys/bus/mdio_bus/uevent
0xffff88002b7d8d50                      2302 /sys/bus/mdio_bus/devices
0xffff88002b7d2470                        25 /sys/bus/platform
0xffff88002b5f2238                        26 /sys/bus/platform/uevent
0xffff88002f0971c0                        28 /sys/bus/platform/drivers
0xffff88002b69a238                      1062 /sys/bus/platform/drivers/clk-lpt
0xffff88002b69a470                      1063 /sys/bus/platform/drivers/clk-lpt/uevent
0xffff88002b699cd8                      2130 /sys/bus/platform/drivers/tps65217-pmic
0xffff88002b69a000                      2131 /sys/bus/platform/drivers/tps65217-pmic/uevent
0xffff88002b699868                      7747 /sys/bus/platform/drivers/virtio-mmio
0xffff88002b699aa0                      7748 /sys/bus/platform/drivers/virtio-mmio/uevent
0xffff88002b6993f8                      7534 /sys/bus/platform/drivers/amd_gpio
0xffff88002b699630                      7535 /sys/bus/platform/drivers/amd_gpio/uevent
0xffff88002b698f88                     14949 /sys/bus/platform/drivers/parport_pc
0xffff88002b6991c0                     14953 /sys/bus/platform/drivers/parport_pc/uevent
0xffff88002b698b18                     11545 /sys/bus/platform/drivers/twl4030-audio
0xffff88002b698d50                     11546 /sys/bus/platform/drivers/twl4030-audio/uevent
0xffff88002b6986a8                     12373 /sys/bus/platform/drivers/ohci-platform
0xffff88002b6988e0                     12374 /sys/bus/platform/drivers/ohci-platform/uevent
0xffff88002b698238                      2341 /sys/bus/platform/drivers/usb_phy_generic
0xffff88002b698470                      2342 /sys/bus/platform/drivers/usb_phy_generic/uevent
0xffff88002b697cd8                     11573 /sys/bus/platform/drivers/e820_pmem
0xffff88002b698000                     11574 /sys/bus/platform/drivers/e820_pmem/uevent
0xffff88002b697868                       397 /sys/bus/platform/drivers/syscon
0xffff88002b697aa0                       398 /sys/bus/platform/drivers/syscon/uevent
0xffff88002b6973f8                      9103 /sys/bus/platform/drivers/serial8250
0xffff88002b697630                      9106 /sys/bus/platform/drivers/serial8250/uevent
0xffff88002b696f88                      7588 /sys/bus/platform/drivers/vesa-framebuffer
0xffff88002b6971c0                      7589 /sys/bus/platform/drivers/vesa-framebuffer/uevent
0xffff88002b696b18                      1007 /sys/bus/platform/drivers/palmas-gpio
0xffff88002b696d50                      1008 /sys/bus/platform/drivers/palmas-gpio/uevent
0xffff88002b6966a8                      2499 /sys/bus/platform/drivers/simple-framebuffer
0xffff88002b6968e0                      2500 /sys/bus/platform/drivers/simple-framebuffer/uevent
0xffff88002b696238                      7709 /sys/bus/platform/drivers/acpi-fan
0xffff88002b696470                      7710 /sys/bus/platform/drivers/acpi-fan/uevent
0xffff88002b695cd8                      9119 /sys/bus/platform/drivers/uart-sccnxp
0xffff88002b696000                      9120 /sys/bus/platform/drivers/uart-sccnxp/uevent
0xffff88002b695868                      9198 /sys/bus/platform/drivers/tpm_tis
0xffff88002b695aa0                      9199 /sys/bus/platform/drivers/tpm_tis/uevent
0xffff88002b6953f8                      7544 /sys/bus/platform/drivers/zx_gpio
0xffff88002b695630                      7545 /sys/bus/platform/drivers/zx_gpio/uevent
0xffff88002b694f88                      7592 /sys/bus/platform/drivers/efi-framebuffer
0xffff88002b6951c0                      7593 /sys/bus/platform/drivers/efi-framebuffer/uevent
0xffff88002b694b18                     13142 /sys/bus/platform/drivers/charger-manager
0xffff88002b694d50                     13143 /sys/bus/platform/drivers/charger-manager/uevent
0xffff88002b6946a8                       991 /sys/bus/platform/drivers/byt_gpio
0xffff88002b6948e0                       992 /sys/bus/platform/drivers/byt_gpio/uevent
0xffff88002b694238                     12686 /sys/bus/platform/drivers/poweroff-restart
0xffff88002b694470                     12687 /sys/bus/platform/drivers/poweroff-restart/uevent
0xffff88002b693cd8                       995 /sys/bus/platform/drivers/lp_gpio
0xffff88002b694000                       996 /sys/bus/platform/drivers/lp_gpio/uevent
0xffff88002b693868                      3921 /sys/bus/platform/drivers/alarmtimer
0xffff88002b693aa0                      3922 /sys/bus/platform/drivers/alarmtimer/uevent
0xffff88002b6933f8                     12071 /sys/bus/platform/drivers/ehci-platform
0xffff88002b693630                     12072 /sys/bus/platform/drivers/ehci-platform/uevent
0xffff88002b692f88                      1011 /sys/bus/platform/drivers/tps6586x-gpio
0xffff88002b6931c0                      1012 /sys/bus/platform/drivers/tps6586x-gpio/uevent
0xffff88002b692b18                     12421 /sys/bus/platform/drivers/i8042
0xffff88002b692d50                     12424 /sys/bus/platform/drivers/i8042/uevent
0xffff88002b6926a8                     12646 /sys/bus/platform/drivers/rtc_cmos
0xffff88002b6928e0                     12684 /sys/bus/platform/drivers/rtc_cmos/uevent
0xffff88002b692238                       289 /sys/bus/platform/drivers/reg-dummy
0xffff88002b692470                       314 /sys/bus/platform/drivers/reg-dummy/uevent
0xffff88002b671cd8                       999 /sys/bus/platform/drivers/rc5t583-gpio
0xffff88002b692000                      1000 /sys/bus/platform/drivers/rc5t583-gpio/uevent
0xffff88002b671868                      1015 /sys/bus/platform/drivers/tps65910-gpio
0xffff88002b671aa0                      1016 /sys/bus/platform/drivers/tps65910-gpio/uevent
0xffff88002b6713f8                      7548 /sys/bus/platform/drivers/crystal_cove_pwm
0xffff88002b671630                      7549 /sys/bus/platform/drivers/crystal_cove_pwm/uevent
0xffff88002b670f88                       393 /sys/bus/platform/drivers/sram
0xffff88002b6711c0                       394 /sys/bus/platform/drivers/sram/uevent
0xffff88002b670b18                     12055 /sys/bus/platform/drivers/dwc2
0xffff88002b670d50                     12056 /sys/bus/platform/drivers/dwc2/uevent
0xffff88002f0973f8                     13503 /sys/bus/platform/drivers/fjes
0xffff88002f097630                     13507 /sys/bus/platform/drivers/fjes/uevent
0xffff88002b7d26a8                        27 /sys/bus/platform/devices
0xffff88002b7d8238                      2055 /sys/bus/platform/devices/ACPI0003:00
0xffff88002b7d7868                     13010 /sys/bus/platform/devices/microcode
0xffff88002b7d6f88                      3851 /sys/bus/platform/devices/platform-framebuffer.0
0xffff88002b7d66a8                     11989 /sys/bus/platform/devices/Fixed MDIO bus.0
0xffff88002b7d5cd8                      7842 /sys/bus/platform/devices/serial8250
0xffff88002b7d53f8                      3835 /sys/bus/platform/devices/pcspkr
0xffff88002b7d4b18                      3929 /sys/bus/platform/devices/alarmtimer
0xffff88002b7d4238                      2037 /sys/bus/platform/devices/PNP0C0A:00
0xffff88002b7d3aa0                     12409 /sys/bus/platform/devices/i8042
0xffff88002b7d31c0                      3819 /sys/bus/platform/devices/rtc_cmos
0xffff88002b7d28e0                       277 /sys/bus/platform/devices/reg-dummy
0xffff88002b7d2000                       266 /sys/bus/virtio
0xffff88002b663cd8                       269 /sys/bus/virtio/drivers
0xffff88002b6706a8                      9140 /sys/bus/virtio/drivers/virtio_console
0xffff88002b6708e0                      9141 /sys/bus/virtio/drivers/virtio_console/uevent
0xffff88002b670238                      9144 /sys/bus/virtio/drivers/virtio_rproc_serial
